./input/Dataset_preproc/01_istance_K3_N15_M45_01.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,30,90,303817,10816,8856,0.021098,16295099476.105429,10.212057016031098,0
1,3,0,30,90,249816,7688,6141,0.602325975894928,15597857507.41851,10.193064948571978,0.7027901735053661
2,5,1,30,91,215020,5649,4522,0.9830789789557457,14665757203.51347,10.166304490829566,0.6692207404381647
3,1,1,30,92,179248,2646,2107,1.3183287046849728,12700819666.46376,10.103831749706762,0.614450010060598
4,25,1,30,93,136044,1916,1569,1.779865425080061,11788500163.150352,10.071458553839587,0.5838847859131072
5,27,0,30,94,121766,1840,1475,2.1738161630928516,9799138795.997604,9.991187909102608,0.5417852158696376
6,29,0,30,95,78494,1001,782,2.632101893424988,8228912364.914255,9.915342437261994,0.5365258282624916
7,24,1,30,96,63902,746,591,3.031034056097269,7268589322.135196,9.86145013175867,0.4938343132863811
8,7,1,30,97,33166,604,483,3.367941092699766,7083076323.294314,9.850221921539598,0.49038209919230774
9,15,0,30,98,18246,402,317,3.735489223152399,4712362921.637017,9.673238730165044,0.4233534907566197
10,23,1,30,99,13096,442,352,4.091693174093962,4282556478.594064,9.631703099175203,0.4139744713489344
11,17,0,30,100,3768,232,189,4.4734892547130585,2156468607.698806,9.333743140384861,0.40875413477325
12,14,0,30,101,2400,173,141,4.819633908569813,2025511145.841738,9.306534637331627,0.40299518716732785
13,10,0,30,102,1136,141,116,5.143931481987238,1173907380.207116,9.069633832983364,0.3890447883557437
14,20,0,30,103,760,103,84,5.482431251555681,762102791.573999,8.8820135524454,0.3783808609414437
15,2,0,30,104,380,103,84,5.89535428583622,544035205.629187,8.735627004690397,0.35693033252481027
16,19,0,30,105,312,65,53,6.3096617721021175,449939701.262436,8.653154315633863,0.35585414924774295
17,13,1,30,106,312,65,53,6.747368201613426,449939701.262436,8.653154315633863,0.3544577573417012
18,30,0,30,107,252,39,32,7.157339341938496,302685854.914467,8.480992126023864,0.3432509837179871
19,6,1,30,108,168,31,25,7.618611846119165,230936251.310467,8.363492111818617,0.34195818087407104
20,9,0,30,109,84,31,25,7.994486216455698,119871640.846054,8.078716450147745,0.332203583050009
21,21,0,30,110,84,31,25,8.404524758458138,119871640.846054,8.078716450147745,0.3103613831655521
22,22,1,30,111,28,24,20,8.80343046784401,76721856.187922,7.884919101493423,0.3057954458680043
23,18,0,30,112,10,6,5,9.223958685994148,50357595.363719,7.702064983842473,0.2968373677869027
24,26,0,30,113,0,0,0,9.510095939040184,0,0,0.29016046549149505
./input/Dataset_preproc/02_instance_K3_N30_M90_04.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,30,89,141640,5452,4465,0.011047,109108712122.1248,11.037859429557203,0
1,14,0,30,89,107740,3648,2963,0.6233474984765053,107003252983.02211,11.029396980779618,0.7599761909011856
2,28,0,30,90,101136,2351,1892,1.0248029120266438,106062904800.45886,11.025563517196414,0.7015068713138793
3,3,0,30,91,67832,2403,1933,1.413505855947733,99651891311.15173,10.998485545667737,0.6248651235597916
4,12,1,30,92,62971,1511,1202,1.800901934504509,98692523473.36395,10.994284253609365,0.5892240728975995
5,23,1,30,93,39498,1175,931,2.170371312648058,77304184170.4871,10.888203001201315,0.5855108545045702
6,2,0,30,94,37860,975,778,2.5588289722800255,76396503200.13924,10.883073480622304,0.5769481618080595
7,27,0,30,95,34250,1113,880,2.9396199248731136,67687927151.802155,10.830511214639168,0.5630528601736043
8,8,1,30,96,17597,650,522,3.260945811867714,45121801537.84154,10.654386431009069,0.5534851241601421
9,24,1,30,97,13918,458,374,3.6038167886435986,39626204200.79568,10.597982473202192,0.539066781484116
10,25,1,30,98,8946,299,240,4.056690566241741,31534705967.742413,10.498788785949847,0.5080920492801558
11,5,1,30,99,7100,186,149,4.476225163787603,29982910936.228825,10.47687379469541,0.506000154574462
12,7,1,30,100,3728,184,146,4.813275001943111,29458299300.39539,10.469207670348636,0.49038209919230774
13,1,1,30,101,2532,101,80,5.172511786222458,25715340650.39814,10.410192281782066,0.48982448217871594
14,11,0,30,102,2532,99,78,5.5013726726174355,25715340650.39814,10.410192281782066,0.46194073589389406
