./input/Dataset_preproc/01_istance_K3_N15_M45_01.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
26,28,0,30,25,16,0,0,147.67509050294757,274787065.803246,8.43899628667544,274787065.803246
27,5,1,30,26,8,0,0,149.10618150606751,197700767.143859,8.29600835452206,197700767.143859
28,1,1,30,27,4,0,0,150.31109531968832,137692492.284756,8.138910260894601,137692492.284756
29,30,1,30,28,2,0,0,151.20802975073457,86880675.065699,7.938923186740271,86880675.065699
30,24,1,30,29,1,0,0,151.81635772809386,53086135.088682,7.72498110788479,53086135.088682
./input/Dataset_preproc/02_instance_K3_N30_M90_02.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,30,90,48499,4591,3768,0.009665,468287560.692809,8.670512621599668,0
1,7,1,30,90,39443,3703,3067,9.876634638756514,463667177.546454,8.666206353788883,463667177.546454
2,22,1,30,84,31415,1609,1304,19.40818802639842,442736824.203306,8.646145645500862,442736824.203306
3,15,0,30,79,29596,2051,1701,29.284245543181896,418202572.097899,8.621386699558863,418202572.097899
4,30,1,30,73,27948,1319,1060,38.30076350644231,392667217.402697,8.594024644852263,392667217.402697
5,1,0,30,67,27788,1378,1106,46.76158072426915,364659363.070808,8.561887369079,364659363.070808
6,28,0,30,59,24208,748,597,55.255504719913006,341403450.011179,8.533267905511131,341403450.011179
7,20,0,30,56,23800,737,591,64.07762299478054,313157682.893164,8.495763070985996,313157682.893164
8,11,0,30,53,16672,476,379,71.85357312113047,285176826.716706,8.455114232126709,285176826.716706
9,2,1,30,49,16056,365,286,79.10446624830365,255771310.406891,8.407851828529083,255771310.406891
10,23,1,30,46,11134,310,246,86.21857043355703,230861784.458993,8.363352048239063,230861784.458993
11,29,0,30,44,7850,284,223,93.05739450454712,205019484.130158,8.311795136412396,205019484.130158
12,21,0,30,42,6942,191,150,99.2839347012341,183541375.86227,8.263733982937419,183541375.86227
13,18,1,30,37,6144,141,109,105.55164207518101,156499618.209597,8.194513282395773,156499618.209597
14,13,1,30,32,4696,105,82,111.4579153843224,135013912.680311,8.130378523228071,135013912.680311
15,17,0,30,30,2992,74,58,116.97133731842041,116371644.675354,8.065847172227972,116371644.675354
16,6,0,30,29,2344,49,38,121.76346831396222,97855805.64751,7.990586596840025,97855805.64751
17,9,1,30,27,1648,41,33,126.37711377069354,78073285.852229,7.892502457800213,78073285.852229
18,3,0,30,26,824,41,33,130.85058450698853,60362247.472117,7.780765401523822,60362247.472117
19,4,0,30,27,592,25,20,135.17636562138796,43481795.425168,7.638307468421261,43481795.425168
20,14,1,30,26,528,17,13,138.90685087814927,33972956.125147,7.531133338244239,33972956.125147
21,8,1,30,23,336,16,12,142.03653768450022,29629650.887664,7.471726534421181,29629650.887664
22,25,1,30,23,192,5,4,145.1727568693459,25163550.802776,7.400771923945138,25163550.802776
23,16,1,30,23,96,5,4,148.03741807863116,18570584.884353,7.268825582148339,18570584.884353
24,12,1,30,24,48,5,4,150.62213181704283,13538879.475888,7.1315827221352395,13538879.475888
25,24,0,30,25,32,0,0,152.77628183364868,9397613.958146,6.973017600796481,9397613.958146
26,5,1,30,25,16,0,0,154.76876528933644,6761291.632909,6.830029668643055,6761291.632909
27,26,0,30,26,8,0,0,156.46285133436322,4577672.2309,6.660644693229844,4577672.2309
28,27,0,30,27,4,0,0,157.8114337027073,2921522.348603,6.465609212856739,2921522.348603
29,10,0,30,28,2,0,0,158.66386403888464,1775942.25592,6.249428840753955,1775942.25592
30,19,1,30,29,1,0,0,159.45956912264228,944004.545998,5.97497408571448,944004.545998
./input/Dataset_preproc/02_instance_K3_N30_M90_03.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,30,90,303817,10816,8856,0.021196,16295099476.105429,10.212057016031098,0
1,7,1,30,90,172831,8235,6744,10.797235123813152,15939607994.580582,10.202477636515303,15939607994.580582
2,3,0,30,88,142494,4598,3673,20.925206024199724,15257500285.362616,10.183483386751286,15257500285.362616
3,14,0,30,79,85788,2951,2399,30.238123569637537,14398823847.931332,10.158327018677566,14398823847.931332
4,25,1,30,76,71176,2404,1974,39.24490536004305,13590751350.75281,10.133243466921307,13590751350.75281
5,5,1,30,69,60018,1534,1245,47.876698553562164,12735820466.203733,10.105026928291945,12735820466.203733
6,23,1,30,61,44774,1284,1046,56.41436741501093,11828737917.1409,10.072938409474817,11828737917.1409
7,24,1,30,60,40510,954,751,64.839634552598,10712375120.468336,10.029885772172083,10712375120.468336
8,21,0,30,54,36030,1038,828,72.18141474947333,9296446601.823263,9.968316979079015,9296446601.823263
9,29,0,30,51,25960,619,492,79.12848833575845,8008053162.499304,9.903526947601064,8008053162.499304
10,1,1,30,45,18828,537,432,86.03865444287658,6781693028.668583,9.831338127675547,6781693028.668583
11,8,0,30,42,14630,470,384,92.07101691514254,5667245556.214663,9.753372030604899,5667245556.214663
12,22,1,30,38,7400,425,340,98.13499870151281,4782261288.052288,9.679633300943129,4782261288.052288
13,27,0,30,38,5720,274,222,103.96129466965795,3992411659.492061,9.601235315237675,3992411659.492061
14,2,0,30,35,3628,209,171,109.77783919870853,3145263136.95523,9.497656984963209,3145263136.95523
15,4,0,30,35,2612,175,140,114.98323643580079,2445084646.801674,9.388293898634503,2445084646.801674
16,18,1,30,33,2404,123,98,119.9970111399889,1931119400.588292,9.285809126919482,1931119400.588292
17,12,1,30,28,1432,117,91,124.76758095249534,1524282139.989025,9.18306536103214,1524282139.989025
18,17,1,30,28,1224,64,50,129.29282303526998,1074973071.853744,9.031397585282505,1074973071.853744
19,26,0,30,26,696,47,36,133.3408365957439,841263609.160784,8.924932102891024,841263609.160784
20,16,0,30,25,560,21,16,137.09476230293512,661421737.122942,8.820478463570456,661421737.122942
21,28,0,30,23,280,21,16,140.85071343556046,510443474.433688,8.70794765611788,510443474.433688
22,10,0,30,24,160,10,8,143.8838395141065,352197894.77664,8.546786755692528,352197894.77664
23,6,0,30,24,96,5,4,146.80253552272916,242406820.060174,8.384544834441579,242406820.060174
24,20,0,30,24,64,0,0,149.4015382193029,174413685.776683,8.241580559863156,174413685.776683
25,11,0,30,24,32,0,0,151.7352055311203,114558743.10228,8.059028240065572,114558743.10228
26,30,1,30,25,16,0,0,153.71949420124292,72283831.676319,7.859041165911248,72283831.676319
27,15,0,30,26,8,0,0,155.19696125015616,43511667.724288,7.6386057293413305,43511667.724288
28,13,0,30,27,4,0,0,156.55300100147724,24428657.940693,7.387899608399496,24428657.940693
29,19,1,30,28,2,0,0,157.42415691539645,12985086.689488,7.113444853360054,12985086.689488
30,9,0,30,29,1,0,0,158.0322520621121,6740144.256973,6.828669191689164,6740144.256973
./input/Dataset_preproc/02_instance_K3_N30_M90_04.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,30,89,141640,5452,4465,0.011293,109108712122.1248,11.037859429557203,0
1,28,0,30,89,134756,3596,2830,10.288905888795853,108167211083.09259,11.034095632269928,108167211083.09259
2,12,1,30,77,129895,2459,1949,19.518857028335333,107207843245.30481,11.030226559177205,107207843245.30481
3,2,0,30,70,120661,2427,1926,29.09061384946108,106042150694.94714,11.025478527298286,106042150694.94714
4,11,0,30,65,116037,2262,1788,38.09570910036564,104892066320.19177,11.020742640875506,104892066320.19177
5,14,0,30,58,88369,1196,934,46.41545268520713,102940232453.57655,11.012585144613507,102940232453.57655
6,7,1,30,54,41001,1510,1189,54.7226878516376,100996867338.33342,11.004307903299724,100996867338.33342
7,30,0,30,54,39227,805,614,62.43536884337664,96775173301.20912,10.985763957709324,96775173301.20912
8,5,1,30,50,30030,1003,794,69.0228092186153,92425596998.48752,10.965792264463554,92425596998.48752
9,1,1,30,47,24184,673,529,75.64374111965299,88074897890.72461,10.944852148356027,88074897890.72461
10,3,0,30,42,18033,418,316,82.31480692699552,84163328240.61871,10.925122901333843,84163328240.61871
11,19,0,30,39,16281,399,321,88.57834902405739,80128079433.32297,10.903784733387411,80128079433.32297
12,24,1,30,36,14076,204,159,94.50599683076143,72979553409.32515,10.863201201417514,72979553409.32515
13,27,0,30,33,12820,156,119,100.63631616532803,65709928421.74935,10.817630994110981,65709928421.74935
14,18,0,30,27,7172,115,88,105.88061365485191,56464407621.351906,10.751774776235942,56464407621.351906
15,29,0,30,26,5300,109,85,110.88891971856356,47403299059.83166,10.67580856769987,47403299059.83166
16,10,0,30,25,3432,57,44,115.69202485308051,37438887921.62066,10.573322940047998,37438887921.62066
17,15,1,30,24,2288,50,39,119.94785987958312,29341298948.014523,10.46747933627849,29341298948.014523
18,17,0,30,24,1144,50,39,124.4217135347426,23986754529.237892,10.379971490760965,23986754529.237892
19,13,0,30,25,936,31,24,128.67427288740873,18777978477.391228,10.27364883695198,18777978477.391228
20,9,1,30,23,672,16,12,132.65747678279877,14360901296.772568,10.157181697283129,14360901296.772568
21,23,1,30,22,336,16,12,136.2177822701633,10403831414.244888,10.017193306186622,10403831414.244888
22,8,1,30,23,192,5,4,139.48200936242938,7532617527.774724,9.876945916484239,7532617527.774724
23,25,1,30,23,96,5,4,142.31613812595606,5441889686.373312,9.735749733863267,5441889686.373312
